"Experiment","Run","F1","F2","F3","F4","Count_FP","Correlation","Correlation_FP","MAE","RMSE","LMP","R2","Count_P","Time","First","Second","Third","FirstM","SecondM","ThirdM"
"S2",16,FALSE,FALSE,FALSE,TRUE,1,0.996429109555188,0.992859297690051,0.0439826773691074,0.0765744164018868,-94.3406692127019,0.999801879677134,2,2758.029,"troot(x4*(x7*x4))","x4",NA,0.999999999668395,0.148708669138827,NA
"S3",16,FALSE,FALSE,FALSE,FALSE,4,0.740221798098744,0.740221798098744,0.0948709240054886,0.343496755596793,-99.5125191073179,0.996013360966246,4,2717.379,"x4","x4*troot(x4)","x4*x10",1,1,0.990507663201699
"S4",16,FALSE,FALSE,FALSE,FALSE,5,0.573462860287722,0.573462860287722,0.0955387099355512,0.344652402018941,-99.5125191073179,0.995986490871517,5,2996.04,"x4*troot(x4)","x4","x4*x10",1,1,0.992650038028797
"S5",16,FALSE,FALSE,FALSE,FALSE,3,0.371839007534399,0.371839007534399,0.0402329015856533,0.0619998088344816,-96.7669448270558,0.999870119983021,3,2649.865,"x4*x2","troot(x4*x4)","x2",0.999956936271311,0.999844631211445,0.195248397122085
"S6",16,FALSE,FALSE,FALSE,FALSE,3,0.985488592981159,0.985488592981159,0.0930680841975707,0.341646826085017,-99.5125191073178,0.996056186068663,3,2171.882,"x4","x4*troot(x4)","x4*x10",1,0.999999999359133,0.999992266785954
"S1",17,FALSE,FALSE,FALSE,TRUE,0,0.999998921420326,NA,0.0447731130135073,0.0760856392835758,-94.3406692127019,0.999804400822684,1,2694.137,"troot(x4*(x4*x7))",NA,NA,1,NA,NA
"S2",17,TRUE,FALSE,FALSE,TRUE,0,0.999999460710163,NA,0.0363448117409566,0.0467013587833195,-94.3406692127019,0.99992630794474,2,2600.857,"troot(x4*(x7*x4))","troot(x4*(x6*x4))",NA,0.582732697099447,0.417267314745768,NA
"S3",17,FALSE,FALSE,FALSE,FALSE,5,0.656607023016471,0.656607023016471,0.0593842756823525,0.185274766097009,-105.007113618834,0.998840170413341,5,2645.342,"troot(x4)*troot(x4)","x3*x4","x4",1,0.694766138894149,0.391647369901012
"S4",17,FALSE,FALSE,FALSE,FALSE,3,0.381478412441251,0.381478412441251,0.0383378445504379,0.0600149310903255,-96.7669448270559,0.999878302891551,3,2749.644,"troot(x4*x4)","x2*x4","x7",1,0.999999991282836,0.150454533794245
"S6",17,FALSE,FALSE,FALSE,FALSE,4,0.58187243788255,0.58187243788255,0.0589018081910145,0.171554709558807,-99.877214903911,0.999005586696698,4,2241.084,"troot(x4*x4)","x4*x3","x4",1,0.683723598558761,0.325754378419748
