"Experiment","Run","F1","F2","F3","F4","Count_FP","Correlation","Correlation_FP","MAE","Count_P","Time","FirstFeature","SecondFeature","ThirdFeature"
"P5",5,FALSE,FALSE,FALSE,FALSE,2,0.996429304930045,0.996429304930045,0.145386129630506,2,587.5,"troot(x4*x4)","x4","NA"
"P5",6,TRUE,FALSE,FALSE,FALSE,0,1,NA,0.0322593328518566,1,575.100000000006,"troot((x4*x6)*x4)","NA","NA"
"P5",7,FALSE,FALSE,FALSE,TRUE,0,0.999998921420326,NA,0.0445057795176896,1,615.289999999994,"troot(x4*(x4*x7))","NA","NA"
"P5",8,FALSE,FALSE,FALSE,FALSE,3,0.788552607527299,0.788552607527299,0.110904883254242,3,637.639999999999,"troot(x4*x4)","x4*x3","x4"
"P5","Mod",FALSE,FALSE,FALSE,FALSE,7,0.867307660140342,0.867307660140342,0.0566657615131258,7,626.610000000001,"x4","sigmoid(pm05(x4))","x4*x4"
"P5",10,FALSE,FALSE,FALSE,FALSE,3,0.790932756364452,0.790932756364452,0.0336948965626382,3,605.719999999987,"troot(x4*x4)*x9","troot(x4*x4)","x4*x3"
"P5",11,FALSE,FALSE,FALSE,FALSE,2,0.996429304930045,0.996429304930045,0.14643317647545,2,592.450000000012,"troot(x4*x4)","x4","NA"
"P5",12,FALSE,FALSE,FALSE,FALSE,2,0.999999528185775,0.999999528185775,0.0444911531272243,2,601.869999999995,"x9*troot(x4*x4)","troot(x4*x4)","NA"
"P5",13,FALSE,FALSE,FALSE,FALSE,3,0.997619451353867,0.997619451353867,0.0406500299942643,3,590.130000000005,"x9*troot(x4*x4)","troot(x4*x4)","x4"
"P5",14,FALSE,FALSE,FALSE,FALSE,2,0.999999528185775,0.999999528185775,0.0425906973148959,2,593.610000000001,"troot(x4*x4)*x9","troot(x4*x4)","NA"
"P5",15,FALSE,FALSE,FALSE,FALSE,2,0.999999528185775,0.999999528185775,0.067661526963132,2,564.430000000008,"troot(x4*x4)","troot(x4*x4)*x9","NA"
"P5",16,FALSE,FALSE,FALSE,FALSE,5,0.989531567738626,0.989531567738626,0.0597049260890938,5,585.669999999998,"(troot(x4)*troot(x4))*x9","x4","x4*x4"
"P5",17,FALSE,FALSE,FALSE,FALSE,1,0.99999974420151,0.99999974420151,0.0790696765058053,1,586.610000000001,"x9*troot(x4*x4)","NA","NA"
"P5",18,FALSE,FALSE,FALSE,FALSE,2,0.999999528185775,0.999999528185775,0.0441679877449904,2,577.990000000005,"x9*troot(x4*x4)","troot(x4*x4)","NA"
"P5",19,FALSE,FALSE,FALSE,FALSE,2,0.996429304930045,0.996429304930045,0.147238755689419,2,593.860000000001,"troot(x4*x4)","x4","NA"
"P5",20,FALSE,FALSE,FALSE,FALSE,1,0.999999312170039,0.999999312170039,2.07729384985425,1,573.589999999997,"troot(x4*x4)","NA","NA"
"P5",21,FALSE,FALSE,FALSE,FALSE,3,0.733983070416538,0.733983070416538,0.129107134567684,3,615.529999999999,"troot(x4*x4)","x4","x2*x4"
"P5",22,FALSE,FALSE,FALSE,FALSE,2,0.999999528185775,0.999999528185775,0.0446138871538418,2,585.180000000008,"troot(x4*x4)*x9","troot(x4*x4)","NA"
"P5",23,FALSE,FALSE,FALSE,FALSE,1,0.999999312170039,0.999999312170039,0.155147292080582,1,563.529999999999,"troot(x4*x4)","NA","NA"
"P5",24,FALSE,FALSE,FALSE,FALSE,2,0.996429304930045,0.996429304930045,0.146783884898618,2,577.449999999997,"troot(x4*x4)","x4","NA"
"P5",25,FALSE,FALSE,FALSE,FALSE,2,0.999999528185775,0.999999528185775,0.0784781808656081,2,589.050000000003,"troot(x4*x4)","troot(x4*x4)*x9","NA"
"P5",26,FALSE,FALSE,FALSE,FALSE,2,0.999999528185775,0.999999528185775,0.0758487968355075,2,592.819999999992,"troot(x4*x4)","x9*troot(x4*x4)","NA"
"P5",27,FALSE,FALSE,FALSE,FALSE,3,0.997619451353867,0.997619451353867,0.119514747359586,3,570.630000000005,"troot(x4*x4)","x9*troot(x4*x4)","x4"
"P5",28,FALSE,FALSE,FALSE,FALSE,2,0.999999528185775,0.999999528185775,0.0445062633537433,2,635.479999999996,"x9*troot(x4*x4)","troot(x4*x4)","NA"
"P5","Mod",FALSE,FALSE,FALSE,FALSE,3,0.997619451353867,0.997619451353867,0.0724526450928742,3,600.790000000001,"troot(x4*x4)","troot(x4*x4)*x9","x4"
"P5",30,FALSE,FALSE,FALSE,FALSE,3,0.997619451353867,0.997619451353867,0.0789901588403669,3,612.279999999999,"troot(x4*x4)","troot(x4*x4)*x9","x4"
"P6",1,FALSE,FALSE,FALSE,FALSE,1,0.99999974420151,0.99999974420151,0.0802045174757369,1,648.830000000002,"x9*troot(x4*x4)","NA","NA"
"P6","Mod",FALSE,FALSE,FALSE,FALSE,4,0.800487238862781,0.800487238862781,0.0895139111716197,4,662.530000000002,"troot(x4*x4)","x9*troot(x4*x4)","x2*x4"
"P6","Mod",FALSE,FALSE,TRUE,FALSE,2,0.997619467185909,0.996429304930045,0.10748280075108,3,664.23,"troot(x4*x4)","troot((x9*x4)*(x9*x4))","x4"
"P6","Mod",FALSE,FALSE,FALSE,FALSE,3,0.997619451353867,0.997619451353867,0.0860568669857835,3,729.27,"troot(x4*x4)","troot(x4*x4)*x9","x4"
"P6",5,FALSE,FALSE,FALSE,FALSE,4,0.800487238862781,0.800487238862781,0.062455231650504,4,647.25,"troot(x4*x4)","x9*troot(x4*x4)","x4"
"P6",6,FALSE,FALSE,FALSE,FALSE,2,0.996429304930045,0.996429304930045,0.14636237283004,2,685.609999999986,"troot(x4*x4)","x4","NA"
